1252;ikq1nHQY8qlOK51T39wQwQ==;82034.35617
2258;XoUBqexFgz2qOlo2rOXKUw==;82036.37320
8682;s+u7O5q921WSPd0pmQKG6A==;82038.39158
4058;yZvYQgl8rBI5MjhcGnJDTw==;82040.39930
8115;CZ24+q2kNSBJWAWx/ltGjQ==;82042.41906
2103;QiVHf9IdG7dbI8GpBdQCUA==;82044.43109
7842;Z1VGWGVl6JbTaoVp1u1APQ==;82046.44443
5019;wh/MzubI1MmS14bkkZjLPg==;82048.48116
7511;LuTen+4Z6Q/XcButNaM+1A==;82050.49868
9646;3Jc0vEzxm+pJkOxUiC0i3A==;82052.56707
6591;5WCTM4znNKn92xWe+u/e/A==;82054.59022
7579;uiXO+WExbyUkuuAcQmxpCQ==;82056.60927
6793;BwxJC4UnQfQY2eKafqCSQA==;82068.52407
6968;D7jDN9xXu6cPVoKcfBchwQ==;82070.56458
9691;im7uVgAdOPZ9NCO3aEgv8Q==;82072.58987
8662;k/eMAy50miV+eYwImiCKLA==;82074.60292
9770;ym4MFFjzEsH9g5nHaSMiZA==;82076.62157
3602;NMvMnwXejMsAHKw4WTyDgw==;82078.64493
2264;jzoeBeRyMPR6vHc1TR5HJQ==;82080.65652
8764;5t+8k7N93hT5nvde7JFPTA==;82082.67937
1030;6E8mggQ8Nj9KjszbevsVRg==;82084.70315
5066;GjuZw1mncJsPVJQ/UPMD3Q==;82086.71324
4887;MmOKtfEJDXMbYGb90ZNmTA==;82088.73650
9282;R33OqUnTmi3pEQ93ml7mzw==;82090.77133
7262;CzUvmfidlHQP+f2apkeXCA==;82092.79688
5658;0SIASZln/VEZKtFrFp89ug==;82094.81015
6576;YgvyGO+nLt+LPdTotZzk0A==;82096.82968
6130;dQvrz+Lz/ii6SyQ0gMIV+w==;82098.85254
2951;wr4NQOfEs1FnqI7eILsmtg==;82100.87538
5373;tfzFANC9tTaaLDGknfBAAw==;82102.88796
4346;abx8jIXE0KDgy5IsUtQZDQ==;82104.90014
8366;Eces30+JdMdE1gnk8Pfotw==;82106.92726
4411;GP4HjGQGgxy7JKoGqrLyxg==;82120.42365
1137;A4P0M+SbpYt0AslYkzg+Bw==;82122.43671
9453;BYBbjOcAPKUsOn9Iev+cuA==;82124.45272
4015;vEpgrjhN/gOWhqJs/93Zow==;82126.46040
7960;+VBTF/8oipGMQrf9Cq3X/Q==;82128.47811
9299;CTnKxGwcwlDEnpO8Rtby2w==;82130.49514
3104;g55hVjn7VKzx1LOBp1ZrFg==;82132.52901
4542;IPhUuWaSNR15gHfTny//uA==;82134.55011
6912;pQE4dcC0POi/ZV6Zzbh4vA==;82136.56211
7234;GHj7ltVyHeIc94JC483MwA==;82138.57889
9416;WB/seY6EFZfXbkBMKA42Xg==;82140.59744
4237;rMpJwC1+5JV8ioYWMTI7NQ==;82142.61997
2348;2gIPrloTOS5OjHNMaFWNVw==;82144.62578
8902;1BR0/oRm001f87qZexmPig==;82146.65067
6981;KigSWJpDLB8gB1HGZZIgHg==;82148.66729
6326;j3Ug4djj0fvHe71ahhlx3w==;82150.68938
6962;3Pa0UUvnexeJ7e0W/96FQA==;82152.69712
1764;TG8r89Uw72bUxt6b67oYVQ==;82154.70924
9076;8FWp1G4KKlXbpZEJhBvO3g==;82156.73660
9936;HkomyINagHAXOPTDpXyuUQ==;82158.75586
83362907289590;FtOdfOCA7ApZANOrjU0qmA==;82371.41368
35568456192048;F5peaEByi9aZ5LNfNRDuLQ==;82373.42996
68498895132561;sc1o3XDMQsfuL+Rbe1Tg7A==;82375.44252
80333823494772;EXJ7u2FHtLCe7thnliizmg==;82377.47683
84962757275469;k5Y2TcIAjQ9k2U5FaTIAbg==;82379.48736
60181973332556;UrE8QAgth4ILneAFNfzSlg==;82381.49632
73874516471619;Ya4MgMhWC2xHWJQ8WTkwOw==;82383.51510
29433143316642;XQdCZpLV0T4kp+oLMOWBNA==;82385.54454
67356549694985;j/UEtucyFh+tVaYT6G+W8w==;82387.56795
67585725261650;YrHvwluFozTighlX7CZrBQ==;82389.58105
83344574017759;rMkx0+ALjGDsKbBnIwKWlA==;82391.59325
52006551867847;SPnS1RekLWZ2yqCEvAIjNg==;82393.61573
61847896126077;Gxo7MvcnpZrW8a0iYAlCCw==;82395.62844
96389373258227;edqtR/fFsNWEKv+G74oIkQ==;82397.64333
23624686013267;J1XN4E3UM2GO5TlSu8i93Q==;82399.65821
47875241271344;2wgfnlkQViQnLugH/EKtZg==;82401.67306
12588980765328;Y0ZGcDa9I39lM+ZSeFnquw==;82403.68961
62053379947993;8lgwWmPPkhtj+Y1zm/6z9w==;82405.70804
40034155236537;QUb7F6Ig2MRnes8Wlj5oWA==;82407.72605
99430677272967;tsT1UZ81eRApXhsWszCJxA==;82409.74484
86140780563200;nBtl/WvDQzH3wRdzkOlvpA==;82429.15809
22753832643740;2cAtI1tv5GPqQWk0Pm1xfw==;82431.18328
10720919832052;lAKHX56SfEqPOfDTqIchDw==;82433.19175
33533332988716;nP61l0CV2WOvUS0Z6GD9jg==;82435.20508
72758803266897;5NFoqtA4IEJTh/bP7CCR5w==;82437.22084
67450261316905;JTjaSa193ybaSXUid0LGGQ==;82439.23998
43661412352851;Xg6j2YXXAlL+gxl6h+bi7Q==;82441.26910
42616864497844;FY+DBGqtmC2FYbv1B6p5cA==;82443.29664
81473187097914;TbUItbFDd1hhFgx07QJajA==;82445.32386
33630635548339;3RXA1QrzsvM+4CmRHtUoTg==;82447.34438
38253858521001;KR5XG1qBuIQyiqmpiHANtg==;82449.35465
79027984017908;jkvVbL7RrcLptrQ4Bu3IDA==;82451.37638
64632385872155;BIZH6DdgfnefEEfp8txpXg==;82453.39658
41645644748532;v/tfWeBvN1izdZhjaelNCQ==;82455.41734
36468530915889;RUkipAHLaPSbse+OqySwPg==;82457.42855
83403431858984;nAhvfHvCwebF0xEQtZV+7Q==;82459.45160
16472245051296;KcuEvd2TLn1ICTYgSo+YIQ==;82461.46947
60964395746983;zFvx5O2twT08lnCvePxHyw==;82463.49034
42696154944769;erqPvGh+MWsq/lHSSZ/XkQ==;82465.51453
68762468392725;+KhxMexYGqJ9S4rsFruK4w==;82467.53141
95910474065896;2WsL+DkALunYRJupqtM95Q==;82482.61612
70698937135089;sO/oJq+flYGQReyK0FRDNw==;82484.63504
63959852741180;lmcL1bsyIwxxMaONqFzoCg==;82486.64914
37780532711944;6t2C/SLIVCX9LAf9vzpWLA==;82488.65591
31574332446937;rEtgsy3lpE0ZLcSAVTB4Zw==;82490.66759
59176401371194;KsS82ebWVMko1yDO1IljOw==;82492.69012
23873747985246;buMvLgWnsi9rY5lRdEq6Qw==;82494.70771
16662697986826;YWjrlRYlVLaKWKfvkg7XFg==;82496.73448
54071486451901;haKScL18ffN5pu0YlT7+Gg==;82498.74371
60856815561874;4sw7dX3N043VXZfZUsKfiQ==;82500.75418
56574237648367;UZ27n3NPK3aW/e5Rrd5yfQ==;82502.76625
90080104025265;TFdqmw5tXmov6pYuSmAVSA==;82504.77745
64533163091087;LzmXF0Ds0Rb5p966nSA0wA==;82506.80060
78143217289670;fsmhBF01cLfBIqqBE5eV0Q==;82508.81824
23994973493254;8PjNmTA/6oxJvrXzKBLapQ==;82510.82977
23107298158265;pM8rZ7UPMOMcHMY734D5JQ==;82512.85453
47497279206095;tzuFNg3h4iG+TCPSzSdDkQ==;82514.88090
55107384459545;1wmaBckv/CtXfHTZ+pBIZA==;82516.89111
34842800706166;B585bcxGGcUGmhtdqYNJQA==;82518.90877
24726134646699;1WX4bWJNMtP7mldsK+Nszg==;82520.92857
96925526365601;kIhLq2Mbcx1f+5lZVRI1wQ==;82538.41969
75780274148117;r1Vsqefr+6QFPhCixpfSJw==;82540.44204
55351412869564;R3l0aZexNagC1uJcXrY2Dg==;82542.46644
62127396787411;ZauWo4wYZoqmYCWfTty29Q==;82544.48088
72094429986534;HsIqAUQiuEXuruNTcf0JlQ==;82546.50499
92540131177974;3iFZkhJ73MTDKZRhMp9BFw==;82548.52012
61248689016135;nG2nYalqiDi3mgGWn2prjQ==;82550.54433
61576294978711;oydf8ywFG6sQNMQeoEmxKA==;82552.56992
66085707204801;EGihMy3XwYOv0ufG+gtcQg==;82554.59177
29936999998237;1KHrQrm/SDVM8Uzgb3zlrw==;82556.61576
79279241228156;Qbevr8tIdhupYYDwd10IRg==;82558.64515
85750869467252;iUAZ35gk7p1QZ3dnt6a64Q==;82560.65947
47148237037190;QDJ9FgiLNg2m/Vzm3+cDdg==;82562.67661
76151218122481;P3nt9oyeesVfKeVYP8DrKw==;82564.69504
49865532405584;eGq7lGGNkgrjYNK0KOn75g==;82566.70589
62214324428745;t7Q5l2RImbM5fWOFS5hTMw==;82568.71991
94240369021104;cSH2/DKr+POeVUBX4+vsdQ==;82570.73017
76809112212430;xUeFWWAAvtI2/LlpUbXiiQ==;82572.74552
82221586596676;B01+hhK4+ojypjFioCOYQg==;82574.77848
75119461311927;wSEOpSimGcukg0LGmSj6Sw==;82576.79989
29253281038573;fhQRnPMn/POQc5RMs5Iing==;82592.07959
32702692839587;tVi5X1GH8lcPEkpRX3+8yg==;82594.11442
26634956206095;ZCINldpj9f+DOnlAxoE+qQ==;82596.13190
41906862749380;YyDbNuQuClSj5i3XC+SUuA==;82598.16484
35991265645530;81rMF+fF7Rbsu1t4uY2BAQ==;82600.17679
49701765182132;sosjNhU5GTiMmk7q0X29bg==;82602.19289
60268876968784;TvD4l4uk0dJr2oifh7K6EQ==;82604.22313
97665600211938;AysKzeESKjB+DgwitAZ1Bg==;82606.28190
49601503831613;zxSv7YczbDrd4CPe4A9ynQ==;82608.30804
80235317886177;LTb0nqLfvMwd6Mo5iAtFWQ==;82610.32721
87491700672496;sMyTztPXiJS1xSBigPUkAA==;82612.35774
71081333387284;d7EYNDdiCDX+1vnpJjER8g==;82614.38182
71385461098920;FsVXI3d0dpGAG24Bhj8jaA==;82616.39776
48367597531821;JZaY5SJX1zQvIXRjZbV77Q==;82618.42086
66813584947102;hKh6u9WuYqoksQ2QRfpjTw==;82620.44316
27860672908875;1RjQHmV8M4wM17mMZiZOTA==;82622.46014
98971319447147;n+67/6X/qjzpRZkT41s2CQ==;82624.47680
54150440089656;EORFPnL8FeeAtEaVlJozuw==;82626.50412
45020157172978;P29JyXXBW959icgENitH3A==;82628.51394
24830616743091;9/GbiUYoHnEl3mtk9D4DLg==;82630.52503
346259645369451253378675;yMVYdz3oPpMEXMv0j/rr2ybpL/CDI7t4SzwyyW6ds7M=;82697.35319
600006595699731443878919;fTmI8SseX/tX9VLx/164D2nWrY/2hdsvz4Uav+ujhp8=;82699.36144
508465757437710920093019;MzwTQG+PZbog5nsN9vG2yBqymNp+6tfPA8ICvd1IaIM=;82701.37386
234901159267210932305882;1DM+BaqzuzCbedg+rjcttVMXXfF1UXQGd/O+2EVsnsA=;82703.40542
399716409282499279757647;UYoJ9qCwovvYY8Ub8hSm56wx6VpQr2edltZ2h5P1c0Y=;82705.42654
699223036594969262675251;WIS+885xnuhVSjdrZMt5yBgvDaSZ7nOXCdZK76/hqHE=;82707.43915
268926968251513591452504;+vrUO3vaQKRZdcr5CVUFYoyP2knccYOytU0AZakiIro=;82709.45828
199484660771014771533149;/bGlfdQ1eRHVREEAYSfVE64u9j6M1WlSBwi2UKt5dvs=;82711.46417
441595385863689124994292;BWiC43zeuN1ehthIsUT2vH1tNJ+9xLCy6E8yohTKqto=;82713.48575
446767194896615123922994;mV8gkKxzOVvY4pH8j924uG8y4tNZflN9u2CqVMkT9kA=;82715.50427
441081500211866631617118;yzXbC7W1KF/HmjB3DyQ/eCcM7ij79pO1p0l1AVdKQns=;82717.54408
513246056435899977964063;Ha6hq3a0of5rw7YEXSUukuUfOhrFGzqkcccojy0kVo8=;82719.56507
761993445868623819144121;STqHUm9wumMAXuqf0eC69JRGDmSPB7RSKsnAFKxwKas=;82721.62682
260261775046256711592897;4jpB3pEwDm7/zKxCdxiBS5msN1ord+RJJKNch+YlQ7Y=;82723.64164
658403066096231332507981;ykNtujImCcaZW3+bs92tpU4TZ0gWkgypOTPQL04WbpU=;82725.65965
305833604417976518496874;0I/FeCPxvz6UgqXoRlTkIWbOnF03clLkXwHdR5PVL+g=;82727.66941
923473077566344766007617;zAdhMzBF3qepdthfDD4FVM8c7aXKj4wPrA0fQUlbbsU=;82729.69479
952971651457603864444548;qCoc+wmLqc5WbNQgDxEng6eBG1mwpdf6kgataRhJIig=;82731.72595
600854782321951740234603;d/fqN8j22C1K/R12WEGCTJt/IteoSsjQJNWL0b/9vtU=;82733.74404
184737777831076502931517;fjEMG0ETY9/Ojk0cgKEp8imLw/bhQN6G5RYTFCqRvIs=;82735.76453
635112376320933510732381;r+uvSZSvqBWdZMzMjeHobKKP/sZBf8TC37NrkZYOIP4=;82747.32848
258096969931428756484803;Wt4ZVdRvTl63Y/cEtPOuGqTi6SoMpJZAejT3GVLblOM=;82749.34139
108976773259460983332148;udD7XGn8aFIW/EdJ6UOc+gzp4H01jBrTgzh4HQpzXV8=;82751.35847
709364227464187382757886;ddrrUBiO2YTp/HfQ0SrtdMy2o8oUMswxoAbNU2Louy0=;82753.37643
218038982359185880498068;gel9vbcsYnQe7XTKJlVw7sNIZzw7/USlYEs0rDmgm4c=;82755.39753
370915550639662431802572;p/aMcfY9yw0iMly2gU05Tl4dR4nQbQQDnCUHHM/41AM=;82757.40855
935701210160133921587063;lodF5uS7XYWTxZCSfMO+kHXLnxePMjmq4mwGEmOo5BU=;82759.41906
939062484974315759702699;6ggRXMzD/gXk7VcOsmD/WuQVXrIoxb2q/A3Vmlf+B4s=;82761.42838
384066875556928946079210;EmB01X+AlWeZE7EmNk46hRkmk9JH4VdXYKw2iNGrqT4=;82763.44471
885468350193579326348537;SHmQIQxZY3duDgFyTlg/8/B8HhQtHHNr3xQDMoL9Ubw=;82765.46440
605513940376802194734969;PnEJaN0ZJWASMDONW6LSLm8fsCLS6FVPzMXizjyOcmk=;82767.47732
549547957386115115841399;M/YPOOWArGVAA8bmG2XLD3pEjTCaAz1I6qOf31YiH9U=;82769.49401
683611717856690491924481;Zr5slTJUzdtfehmgs03ani62ZYojSIz8hpCu5YSOjEw=;82771.50827
720656702175716905563841;MuJDr9jNf6aKdO/lLugoQSWNerGA9BpGyDMFHASV1jQ=;82773.52419
255257004284078828586484;R62+IM6c6JztKYCCd2U2ysGv8Bq+0ArSQKWtQ1DMKPU=;82775.54215
286204862399842721992522;saOjK7/sY0JNR/Me/maJS6Jn618DlAVBhXz1aKEuNiY=;82777.55924
763847236459363188286565;psZvrB2kVyYblXgAd6ZRlu9ctTQw+EIh22DKmvJN4KA=;82779.56677
229972477788036837893348;1bRySOBaVgVpYaVPjRTbalgMdo7d8JhzSefpLMUKkGk=;82781.58026
596657089913084636104279;ZuWhzV/26ejgNbbi60HPwg8fzrQDS05cF0j8jqsS4Oc=;82783.59518
458614088682162120875271;M10UmtL1RysZixQVBq6eZ7PRH682zj7tgcyzuVBGwYg=;82785.62131
500003434581483201569318;OlwI0384Vf5KPgNs4+GpMSVDGTKVFfB41QVW2IjU7OQ=;82798.00797
859732387940636839218087;sZg5AzcQHB2cTTNRgJxLbBbJBKxE8LR/yCWSyfK8Ikc=;82800.03561
465319948245784154162808;ug/4pMl01bC19+4fLrfIdK2dZmoiMfT4PkDWnQFytsc=;82802.05287
653919234053819621129371;WM4Xa1m/y6gppPFDwihzwHCg4+dl6oPMSqDF6LwrIzc=;82804.06446
973421336318309372609608;lH3MFMjl2zh3tVqjbuVvogj9SsFbeN0SHjbY50LhMEQ=;82806.07885
720462765379630973806937;15wTqWqfxIwZhphv0oVY6cmovoWRJFNNLw9fQT7bQ7E=;82808.08959
391102426351270951603430;D3N/yA5ebgFTtd/y/Te89/6ZDP5G5Uhu0Cnu+B5DpN8=;82810.10616
475213262890947621994757;VbYUZolT399NBZvwnUYX3MAaZ81Sjef3QQiu5IPEj04=;82812.11436
971537039133798531731081;DT1NFhqi5/SbYH7yw1QRacGSPPVwoLscgV3Oo/qVh+Q=;82814.13015
700841297838119321828882;SDy6K7h/E8w2vDi13a9ISOYStWkoivxbbOrW6angrms=;82816.14023
770427316033893637258132;2aSgTVJvyESMll8HqCDCK0hNeKe3InIiMLBVRvpD7/Q=;82818.15731
674697224614345856527730;ObQmWubGDec+XXdm7uJRX91bVmtRt4wlTlZx1kwtuzU=;82820.18651
960698950015567668213327;+k/svT2S65bmCzuPOrYGu+Ys7FLvK6DTktlwkwMDAE4=;82822.20297
628875491821469391632739;uCppxKBi8U1raVZ1XT8+pI6rQR7DBoOc6hBS3Bdt8G0=;82824.21648
475843617962093400481138;KK758KIRmdoRpMS4aDvbP/LjcSfVAXUUg9pYkno7svg=;82826.23683
486107755963355795457383;uh8hbDZnL1Sccjh1u1PCj8ByMs/KANG4Jn30d1NIv70=;82828.25381
717388503166684646526396;IukF+I482GuW04ZqYvv9qdSAFta04kj/GUSmD1mL6Ro=;82830.26388
527035682189827137605366;dzXghiDEKW4/K3RnJczvj77kFeDevgqs1/6zvnKzQ68=;82832.27573
420651931040349890918219;m18ea1XkTIYgqF+6wZB50cbGh3HhUuAphaGIVP2iRK8=;82834.29827
787054852269292192361695;QxFcWNOfGWqY54Z4pc6ntCorIqYP+fGQjAvgQQMJh9k=;82836.31800
856614868754366262933421;jqI29RJQupg5/tIUIv6hC1IAgeb0VZWA0j3M7rc9G10=;82848.59222
533336205249413615046675;Ya88ijEmjvyMrVEmY/dKRfwE2+taCp8Gfl+dcqNSRuw=;82850.61003
369927002997900482808405;HI8KmkiuNVPNz5CsyNJRYYbW9fwSJ5ypFVyhunCH/So=;82852.62530
977756474791722339941598;sgYKruiMcfUApB2DJfBpvhvgmAnucJ9gOyELYRKbm5c=;82854.63696
491867927498582860645418;vehaunM0Sxiktsa7ufzaIHzMnxDmrCT0PXhmGqgKdqo=;82856.65632
897287671430805601181253;rAKz78xy0rnLpjY1HMk1M/AZ3XnGGk9OSaaw1xcfCmU=;82858.67665
708956680973378750105684;J/rVigDTwYUjHUfSV/bTPiAVQQrUzipzL3HLnbmlBQA=;82860.73001
655701029284495774962284;CDM2OEqXY96tsRb8go8Gyjohm85LUicL/T9x2T7se9Y=;82862.73555
200982541139340236192136;cIYtgSo/Bz3g9O6dCsAnS8xzlp8w0gRNsTl0rNsLY0Q=;82864.75500
125133423363898585498198;pnmbe43Bcz99oOdYQEILqGWQVLk1kzp/U1GTEnLmah4=;82866.76930
905035744091957460297213;Yyb1rA/waLyh+urNiAT9CRRBQ8OZnbg8gyYLF4MdSZs=;82868.79353
259765855265420370831590;45rxBUxkxcMXZmVlIRbETOSv03qIpmxl54mKLJyuIow=;82870.83863
803045035812515100953366;0C8GKbs6jM08u6pcN/cnVuIrEEZwnXyt//1b4lFoZbQ=;82872.85462
310462777037295308482303;fSyjCVUKO9oNe+xXJhJYEGbn44R3CWq/Ff0RaitRjiU=;82874.86992
185367422345054673086351;FqzXojC8wp9UFhnVOHyWsU4rjoqcfilmm3vRo47jMiM=;82876.88114
851363074773604488508927;0ti4emD12wv+GTaqsLIMn8m2iVNXFueGQu2O1XoCOuE=;82878.90157
259308485787233200532247;WNPRbf+GtxazsPBhf8nBD33mcgHHsPhbcVfSPUsuEog=;82880.93053
906092746286440956497784;9oileMBifZPRighs5Hp5+eBXmSzrcbbV8HE+8VVp9VQ=;82882.96807
810597076260388860867293;mSefPwxbLKfBoYfc4RYdaN2fmFZziweCIeFo7brAeiE=;82884.97758
749802832488007316451979;D4/1Mm+uwYj1G9jcTKXxPcF44xvI9/FpyOEaEM81hgA=;82887.00209
580812010474978985329252;jlZ/9pcKWlU7hnbyXT7kIkNUCUIpCfmbd1KJUOuHLrs=;82897.13409
176482343383002524509719;aq04YP8imvnS3ek6KvZqcU/ClZTMvp/vd6fThWAzyxk=;82899.14555
963468042882667459694861;fisyFNE/xspDwqSbaWcgUF5631P/lcSg66BK02ACwzI=;82901.16333
845899748074198919921981;eV74IA/wy9Zkj4YOf9708Td7Yd5Alq1dgSv40HuGUVI=;82903.17394
672076135947565872557090;l/9EglLIoD1yIXl7epiXVEOVv9rzIRg3dvBUgmELkBI=;82905.19054
891353308674968850441081;sAgSVtPuq2cnvjkB8eHiRUEMU+ug2LnAGmvZitsJmW0=;82907.21471
168458749113049970854740;nhrMeaheksZz9X2mjBzri5tIBum4GAUxfdQFxzpWaq0=;82909.24560
359595657657829412708122;Ann2vfidpTl1Y8D4m6VY9+Zhb9jXTUmnbYk9miEZWEw=;82911.26986
487587815366974884812215;N8UojM49QcHM5dthAXwpAEXcQGMt7LPhCJPhSGfEPzs=;82913.28563
698625482916653444035482;yVQiaxon/q6qpyaBWMQHV0ouBgEnJDFzDp1OiKkPuHY=;82915.29901
761048855072326195153416;UXZlVN2Usc7xmz2xr19OvF6pcvecpGJb8R7zNZKOtuI=;82917.31784
545185007132726142497568;izPMi59kLVKzZ+RzRPB38HlI9Zh7VUHOdThwt38uWGA=;82919.33948
903679024220163731467583;sqof/XWfym4yo+Q3EUEBTgJkL2+0yCZ/v71ANHaoFMw=;82921.35294
810359294545731945824363;ky65PP5JcUX38WHJcUxvXWZmq8NcWnFEB3be+n9K3SA=;82923.36179
938778315583227707211286;5dRPiDNHBXujvw38h9Ki0nVgmGaqhsFj9iNagWEaHKM=;82925.38937
754432399316933713806464;Xq5aNe6btEArJsCGwWoCiJFoVDqJVC/cxa3aG6Te5Ds=;82927.39955
660176689723197245685473;+Lx0YAepCmpL33rYJx26UeEVBWB+Con9BLGzdrsRvpU=;82929.42891
216381656565359199305856;mYle9S1D2GLrOuMVa8DaGMdMQ3uEOmGkai1Hlnyg9p8=;82931.44251
105002538153016379308185;e5JE1ZXy8he7EyC28LCN1ShH54UHmgArwR50k7qyyNE=;82933.46280
660166579365789303314725;DISm5dO4GZgTQVyv7MBlRpYKzcVPvjrkaxyweqlpzGA=;82935.47884
